Topic, Languages, Maximum value, Length of L1, Length of L2, %L1, %L2, Diagonal>=2, Diagonal >=3, Diagonal>=4, Diagonal>=5
URSS W6 OSOAVIAKHIM,de.fr,0.6666666666666666,52,34,48.07692307692308,70.58823529411765,yes,yes,yes,yes
URSS W6 OSOAVIAKHIM,de.en,0.3333333333333333,52,11,19.230769230769234,63.63636363636363,yes,yes,no,no
URSS W6 OSOAVIAKHIM,it.fr,0.6363636363636364,36,34,47.22222222222222,50.0,yes,yes,yes,yes
URSS W6 OSOAVIAKHIM,it.en,0.42857142857142855,36,11,19.444444444444446,81.81818181818183,yes,yes,yes,no
URSS W6 OSOAVIAKHIM,fr.en,0.3684210526315789,34,11,14.705882352941178,45.45454545454545,yes,yes,no,no
Salini Impregilo,de.it,0.2,2,84,100.0,5.952380952380952,yes,no,no,no
Salini Impregilo,de.fr,0.23529411764705882,2,64,100.0,3.125,yes,no,no,no
Salini Impregilo,de.en,0.0,2,12,0.0,0.0,no,no,no,no
Salini Impregilo,it.fr,0.6666666666666666,84,64,45.23809523809524,68.75,yes,yes,yes,yes
Salini Impregilo,it.en,0.3,84,12,17.857142857142858,66.66666666666666,yes,yes,no,no
Salini Impregilo,fr.en,0.3181818181818182,64,12,14.0625,75.0,yes,yes,no,no
Nobile T.34 Roma,de.it,0.625,18,20,33.33333333333333,30.0,yes,yes,no,no
Nobile T.34 Roma,de.fr,0.5555555555555556,18,18,38.88888888888889,33.33333333333333,yes,yes,yes,no
Nobile T.34 Roma,de.en,0.23076923076923078,18,15,22.22222222222222,33.33333333333333,yes,no,no,no
Nobile T.34 Roma,it.fr,0.6666666666666666,20,18,45.0,50.0,yes,yes,yes,yes
Nobile T.34 Roma,it.en,0.0,20,15,0.0,0.0,no,no,no,no
Nobile T.34 Roma,fr.en,0.1875,18,15,11.11111111111111,13.333333333333334,yes,no,no,no
